ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity,Duration,Magnitude
1,0,Algeria,0,5.23026,35.8142,92615.67,1985-01-01,1985-01-05,News,26,3000,Heavy rain,1.0,4.0,12.822507989899858
2,0,Brazil,0,-45.3489,-18.7111,678498.82,1985-01-15,1985-02-02,News,229,80000,Heavy rain,2.0,18.0,17.011156957581225
3,0,Phillipines,0,122.974,10.0207,12846.03,1985-01-20,1985-01-21,News,43,444,Torrential rain,1.0,1.0,9.46079009317232
4,0,Indonesia,0,124.606,1.01489,16542.12,1985-02-04,1985-02-18,News,21,300,Torrential rain,1.0,14.0,12.352722464102676
5,0,Mozambique,0,32.3491,-25.8693,20082.21,1985-02-09,1985-02-11,News,19,0,Heavy rain,2.0,2.0,11.29388398863038
6,0,Comoros islands,0,43.36,-11.6516,1035.61,1985-02-16,1985-02-28,News,2,35000,Tropical cyclone,1.0,12.0,9.427652553856692
7,0,New Zealand,0,175.734,-37.2305,7871.37,1985-02-17,1985-02-18,News,4,200,Heavy rain,1.0,1.0,8.970987405041674
8,0,Indonesia,0,108.14,-7.04008,77091.11,1985-02-19,1985-02-23,News,10,2000,Heavy rain,1.0,4.0,12.63903760922424
9,0,USA,0,-85.1742,40.6691,210527.96,1985-02-22,1985-03-01,News,7,2250,Rain and snowmelt,2.0,7.0,14.896431079502484
10,0,Bolivia,0,-63.2887,-21.2244,69706.89,1985-02-25,1985-02-28,News,2,1000,Heavy Rain,1.0,3.0,12.250666732754983
11,0,USA,0,-89.5537,40.6814,26266.14,1985-03-03,1985-03-08,News,4,2400,Rain and snowmelt,2.0,5.0,12.478621029209465
12,0,USA,0,-108.093,35.3824,26527.13,1985-03-13,1985-03-14,News,0,80,Rain and snowmelt,1.0,1.0,10.185923261860445
13,0,USA,0,-96.7845,29.6044,141508.0,1985-03-14,1985-03-15,News,0,0,Heavy rain,1.0,1.0,11.860111531569741
14,0,USA,0,-83.5377,42.0122,16883.54,1985-03-30,1985-03-31,News,0,300,Heavy rain,1.0,1.0,9.734094461802508
15,0,Brazil,0,-48.0987,-4.13519,1970402.21,1985-04-02,1985-04-17,News,32,700000,Heavy rain,2.0,15.0,17.894945629049666
16,0,USA,0,-96.8425,28.5802,17192.76,1985-04-11,1985-04-12,News,1,200,Heavy rain,1.0,1.0,9.752243643952987
17,0,China,0,127.897,48.0917,300325.08,1985-04-21,1985-04-29,News,0,200,Ice jam/break-up,1.0,8.0,14.692062308647467
18,0,USA,0,-87.8805,46.4938,5123.72,1985-04-24,1985-04-25,News,0,400,Rain and snowmelt,2.0,1.0,9.234783197274744
19,0,USA,0,-105.275,34.8628,116344.02,1985-05-11,1985-05-12,News,2,0,Heavy rain,1.0,1.0,11.66430677076154
20,0,USA,0,-66.706,18.2291,1423.92,1985-05-19,1985-05-20,News,2,4500,Heavy rain,1.0,1.0,7.261168910618498
21,0,China,0,109.57,25.6694,458666.21,1985-05-26,1985-06-06,News,64,10000,Heavy rain,2.0,11.0,16.1271204665256
22,0,Argentina,0,-58.9735,-35.4392,78653.41,1985-05-30,1985-06-01,News,25,100000,Heavy rain,2.0,2.0,12.659100625309799
23,0,Bangladesh,0,91.8542,24.6497,8910.3,1985-06-03,1985-06-22,News,7,100000,Heavy rain,2.0,19.0,12.732549349658088
24,0,USA,0,-99.4494,33.6977,83470.44,1985-06-05,1985-06-06,News,6,100,Heavy rain,1.0,1.0,11.332247836185866
25,0,USA,0,-96.1011,36.3581,9865.44,1985-06-10,1985-06-11,News,0,320,Heavy rain,2.0,1.0,9.889940200150754
26,0,Philippines,0,120.916,14.7417,7768.19,1985-06-22,1985-06-30,News,98,130000,Tropical cyclone,1.0,8.0,11.037234010672162
27,0,India,0,75.0937,14.5398,254234.6,1985-06-23,1985-06-27,News,95,25000,Heavy rain,1.0,4.0,13.832307102891424
28,0,China,0,109.974,27.7882,290679.68,1985-06-28,1985-07-10,News,275,60000,Heavy rain,2.0,12.0,15.75803101421098
29,0,Bangladesh,0,89.9853,22.6176,6446.85,1985-07-03,1985-07-04,News,2,77000,Heavy rain,1.0,1.0,8.771346918404303
30,0,West Germany,0,6.50952,50.7134,1927.64,1985-07-06,1985-07-07,News,3,0,Heavy rain,1.0,1.0,7.564051735744068
31,0,USA,0,-80.5923,38.9381,24269.06,1985-07-09,1985-07-10,News,2,200,Torrential rain,1.0,1.0,10.096957567027033
32,0,Chad,0,21.5509,11.6727,15243.93,1985-07-13,1985-07-16,News,0,1600,Heavy rain,1.0,3.0,10.730548958680705
33,0,India,0,76.9103,32.8353,117441.17,1985-07-18,1985-07-30,News,340,20000,Heavy rain,1.0,12.0,14.158599456120777
34,0,Sudan,0,24.9139,13.489,63577.12,1985-07-19,1985-07-22,News,0,0,Heavy rain,1.0,3.0,12.15862122484366
35,0,China,0,125.156,42.6953,994498.21,1985-07-20,1985-09-02,News,200,2000000,Tropical cyclone,2.0,44.0,18.287330391853303
36,0,Bangladesh,0,90.1999,23.1028,5663.46,1985-07-21,1985-08-17,News,15,175000,Heavy rain,1.0,27.0,11.937627157849784
37,0,USA,0,-85.7798,34.4872,2440.1,1985-07-24,1985-07-25,News,0,100,Heavy rain,1.0,1.0,7.799794301054
38,0,China,0,120.376,31.5112,58279.12,1985-08-01,1985-08-02,News,3,200000,Heavy rain,1.0,1.0,10.972999160675581
39,0,USA,0,-105.091,41.6853,17922.86,1985-08-02,1985-08-03,News,12,0,Torrential rain,2.0,1.0,10.486979452568713
40,0,Nepal,0,87.1258,27.5049,12487.89,1985-08-04,1985-08-05,News,3,160,Heavy Rain,2.0,1.0,10.1256618342603
41,0,China,0,100.797,23.5255,146691.46,1985-08-06,1985-08-09,News,283,14000,Heavy rain,1.0,3.0,12.994699037062416
42,0,Austria,0,12.2066,47.3155,15151.05,1985-08-07,1985-08-08,News,12,0,Heavy rain,2.0,1.0,10.318972296026539
43,0,Ethiopia,0,39.7851,11.0514,92580.07,1985-08-17,1985-08-19,News,0,8000,Heavy rain,1.0,2.0,12.12897635124775
44,0,China,0,111.342,25.3728,38002.65,1985-08-30,1985-09-03,News,147,0,Tropical cyclone,1.0,4.0,11.931705534239018
45,0,China,0,109.825,21.6782,49643.62,1985-08-30,1985-09-08,News,0,200000,Heavy rain,1.0,9.0,13.009849739056294
46,0,USA,0,-82.3489,28.5438,73968.61,1985-08-30,1985-09-05,News,4,1000000,Tropical cyclone,1.0,6.0,13.003155562231488
47,0,Japan,0,142.796,43.4577,79043.09,1985-09-01,1985-09-02,News,11,1200,Tropical cyclone,1.0,1.0,11.277748425787149
48,0,China,0,110.542,21.0725,11098.52,1985-09-01,1985-09-04,News,26,70000,Heavy rain,1.0,3.0,10.413179333745523
49,0,Nepal,0,86.3518,27.3195,13057.51,1985-09-06,1985-09-11,News,30,1500,Heavy rain,1.0,5.0,11.086556638587647
50,0,USA,0,-83.8824,43.242,3235.32,1985-09-06,1985-09-09,News,0,160,Torrential rain,2.0,3.0,9.873642589354446
51,0,Viet Nam,0,106.251,20.8454,24681.28,1985-09-07,1985-09-15,News,34,0,Heavy rain,1.0,8.0,12.193241882211652
52,0,Sweden,0,15.9425,63.1724,51410.52,1985-09-12,1985-09-15,News,0,0,Heavy rain,1.0,3.0,11.94621038843017
53,0,India,0,82.8434,26.4816,89994.67,1985-09-13,1985-10-15,News,557,152000,Heavy Rain,2.0,32.0,15.566388808696146
54,0,Dominican Republic,0,-71.7971,18.8752,7757.79,1985-09-14,1985-09-15,News,12,895,Heavy rain,1.0,1.0,8.956452778801372
55,0,Nigeria,0,6.50345,6.41486,74615.9,1985-09-23,1985-09-25,News,0,6000,Heavy Rain,1.0,2.0,11.913256080770614
56,0,Bangladesh,0,89.6457,24.7027,6466.71,1985-09-27,1985-09-28,News,0,800,Heavy Rain,1.0,1.0,8.774422757391786
57,0,USA,0,-66.635,18.2233,7219.8,1985-10-06,1985-10-08,News,99,6200,Tropical cyclone,1.0,2.0,9.577729711232116
58,0,Mexico,,-105.8,33.1369,225143.84,1985-10-09,1985-10-12,News,1,460,Heavy Rain,1.0,3.0,13.423107054485463
59,0,Benin,0,2.17876,7.37547,29267.71,1985-10-10,1985-10-28,News,78,48000,Heavy Rain,1.0,18.0,13.174611897418579
60,0,Thailand,0,99.6423,12.9425,13914.12,1985-10-12,1985-10-17,News,18,7640,Heavy Rain,1.0,5.0,11.15009734328757
61,0,India,0,86.7154,21.1495,46758.64,1985-10-18,1985-10-20,News,49,150000,Tropical cyclone,2.0,2.0,12.13904869159516
62,0,USA,0,-98.6949,31.7526,61286.27,1985-10-19,1985-10-21,News,3,0,Heavy rain,1.0,2.0,11.716458296972743
63,0,Phillipines,0,121.138,16.1135,89516.87,1985-10-19,1985-10-20,News,31,0,Tropical cyclone,1.0,1.0,11.402182378120745
64,0,USA,0,-90.0003,29.542,9355.65,1985-10-26,1985-10-30,News,0,400000,Tropical cyclone,2.0,4.0,11.223177259534957
65,0,USA,0,-78.4543,38.837,57867.01,1985-11-01,1985-11-09,News,54,18000,Heavy rain,2.0,8.0,13.738491447942181
66,0,Jamaica,0,-77.2692,17.9531,3961.15,1985-11-19,1985-11-22,News,7,0,Tropical cyclone,1.0,3.0,9.382901954797948
67,0,Venezuela,0,-67.0248,10.1633,19687.88,1985-12-02,1985-12-05,News,24,15000,Heavy rain,1.0,3.0,10.986370785637128
68,0,Trinidad,0,-60.6243,11.2699,293.167,1985-12-02,1985-12-04,News,0,0,Heavy rain,1.0,2.0,6.3738895930784665
69,0,USA,0,-82.8186,42.6864,2796.82,1985-12-30,1985-12-31,News,0,100,Heavy rain,1.0,1.0,7.936238336465396
70,0,USA,0,-116.954,44.0047,1742.13,1986-01-01,1986-01-06,News,0,100,Ice jam/break-up,1.0,5.0,9.072301693927773
71,0,Bolivia,0,-66.0628,-16.5525,62629.39,1986-01-06,1986-04-03,News,30,11300,Heavy rain,2.0,87.0,16.20404523494522
72,0,USA,0,-121.38,39.2816,88717.35,1986-02-12,1986-02-27,News,18,30000,Torrential rain,2.0,15.0,14.794408133988732
73,0,Peru,,-69.0747,-16.1155,94944.29,1986-02-01,1986-05-01,News,0,300000,Torrential rain,2.0,89.0,16.642829127810053
74,0,USA,0,-87.8814,45.0248,4321.14,1986-03-27,1986-04-05,News,2,496,Ice jam/break-up,1.0,9.0,10.568499112650716
75,0,Argentina ,0,-59.5908,-29.4731,268467.88,1986-04-11,1986-05-07,News,2,55000,Heavy rain,1.0,26.0,15.75858309623607
76,0,Brazil,0,-43.7954,-9.79844,155406.32,1986-04-23,1986-04-25,News,11,0,Torrential rain,1.0,2.0,12.646945565889327
77,0,Iran,0,49.8267,33.3427,206210.86,1986-05-02,1986-05-06,News,26,1000,Heavy rain,1.0,4.0,13.6229488776113
78,0,Thailand,0,100.638,15.0651,83450.74,1986-05-09,1986-05-12,News,32,0,Monsoonal rain,2.0,3.0,13.1237712658641
79,0,USA,0,-89.8357,37.2733,6447.33,1986-05-15,1986-05-15,News,3,0,Torrential rain,1.0,1e-10,-14.254429559341409
80,0,Solomon Islands,0,160.669,-9.33748,28719.44,1986-05-19,1986-05-20,News,0,10000,Tropical cyclone,1.0,1.0,10.265329524364818
81,0,USA,0,-97.2966,32.4344,5256.42,1986-05-24,1986-05-24,News,3,100,Torrential rain,1.0,1e-10,-14.45864546429274
82,0,Chile ,0,-71.0406,-33.0922,27913.34,1986-05-27,1986-05-29,News,8,17000,Torrential rain,1.0,2.0,10.93000717029943
83,0,USA,0,-79.7424,40.604,1700.14,1986-05-30,1986-05-31,News,8,10,Torrential rain,1.0,1.0,7.438465879594666
84,0,USA,0,-97.8369,29.6932,26949.32,1986-05-31,1986-06-11,News,10,3500,Torrential rain,1.0,11.0,12.599608616906238
85,0,Jamaica,,-76.2478,20.8066,81780.3,1986-06-04,1986-06-15,News,94,11860,Heavy rain,1.0,11.0,13.709686935088852
86,0,Chile ,0,-71.0406,-33.0922,27913.34,1986-06-15,1986-06-18,News,40,45000,Heavy rain,1.0,3.0,11.335472278407593
87,0,USA,0,-94.1582,31.1451,25821.21,1986-06-27,1986-06-30,News,1,1000,Tropical cyclone,1.0,3.0,11.25756381486769
88,0,USA,0,-94.9169,41.7178,6985.68,1986-07-01,1986-07-02,News,1,640,Heavy rain,2.0,1.0,9.544764798980092
89,0,Philippines,,120.905,15.6456,46621.61,1986-07-09,1986-07-13,News,103,530000,Tropical cyclone,1.0,4.0,12.13611380764787
90,0,Columbia ,0,-70.2357,2.12719,199436.26,1986-07-10,1986-07-30,News,4,28000,Heavy rain,1.0,20.0,15.198982239068581
91,0,Canada ,0,-113.747,53.6451,46913.5,1986-07-18,1986-07-22,News,0,1000,Heavy rain,2.0,4.0,12.835502301176232
92,0,China ,0,108.766,22.991,116842.63,1986-07-21,1986-07-31,News,73,50000,Tropical cyclone,1.0,10.0,13.971168358656975
93,0,India,,84.0726,25.6339,507167.44,1986-06-15,1986-08-20,News,258,3040000,Monsoonal rain,1.0,66.0,17.326251226487358
94,0,China ,0,128.148,45.246,599142.99,1986-06-25,1986-08-24,News,0,800000,Torrential rain,1.0,60.0,17.397600125356117
95,0,Vietnam,0,105.593,21.5735,66087.74,1986-07-25,1986-08-04,News,0,0,Heavy rain,1.0,10.0,13.40132362508024
96,0,Japan,0,140.195,35.9088,16928.71,1986-08-05,1986-08-08,News,17,3000,Tropical cyclone,1.0,3.0,10.835378564790625
97,0,USA,0,-88.2263,42.894,6562.47,1986-08-06,1986-08-06,News,1,250,Torrential rain,1.0,1e-10,-14.236728594479597
98,0,India,0,80.187,17.4331,107355.33,1986-08-15,1986-08-22,News,150,3000000,Monsoonal rain,1.0,7.0,13.529809601805047
99,0,Uruguay ,0,-54.7281,-33.7104,48840.56,1986-08-04,1986-08-16,News,0,16000,Heavy rain,1.0,12.0,13.281223043958374
100,0,USA,0,-81.5473,34.3153,3757.12,1986-08-18,1986-08-21,News,2,125,Heavy rain,1.0,3.0,9.330020274109957
101,0,Azores Islands ,0,-25.5053,37.8118,983.076,1986-09-01,1986-09-02,News,3,0,Torrential rain,1.0,1.0,6.890686431502412
102,0,USA,0,-102.223,31.9611,49574.37,1986-09-02,1986-09-05,News,3,0,Heavy rain,1.0,3.0,11.909841533957204
103,0,Mexico ,0,-99.8429,25.6963,14136.46,1986-09-04,1986-09-08,News,20,5000,Heavy rain,1.0,4.0,10.94280691561997
104,0,USA,0,-84.4959,43.1135,53960.13,1986-09-09,1986-09-17,News,6,4000,Torrential rain,2.0,8.0,13.668589441750566
105,0,USA,0,-107.522,48.0263,49214.9,1986-09-25,1986-10-05,News,1,700,Heavy rain,2.0,10.0,13.799683975714395
106,0,India,,89.4296,23.6547,231516.28,1986-09-22,1986-10-10,News,49,700000,Heavy rain,1.0,18.0,15.242777231906057
107,0,USA,0,-90.6864,38.8855,107660.8,1986-09-26,1986-10-13,News,10,55000,Heavy rain,2.0,17.0,15.11310134750417
108,0,Tunisia,0,10.2467,36.1903,12622.37,1986-09-30,1986-10-03,News,20,500,Torrential rain,1.0,3.0,10.541838204279022
109,0,Philippines,0,120.882,14.6553,24915.98,1986-10-06,1986-10-07,News,18,60000,Heavy rain,1.0,1.0,10.123264643676652
110,0,Alaska ,0,-149.464,61.7914,43476.34,1986-10-09,1986-10-15,News,0,1500,Heavy rain,1.0,6.0,12.471731630287215
111,0,Haiti ,0,-72.9026,18.7575,1153.3,1986-10-23,1986-10-25,News,40,901,Heavy rain,1.0,2.0,7.743529857791838
112,0,Indonesia,0,106.005,-3.70717,79414.6,1986-10-27,1986-11-03,News,93,31000,Heavy rain,2.0,7.0,13.921494839039996
113,0,USA,0,-122.012,47.6776,26882.0,1986-11-23,1986-11-26,News,0,2000,Rain and snowmelt,2.0,3.0,11.99097166585915
114,0,Iran,0,50.5509,29.8651,155503.4,1986-11-30,1986-12-11,News,200,40000,Heavy rain,1.0,11.0,14.35231814811253
115,0,Vietnam,0,108.708,13.9153,49609.11,1986-12-03,1986-12-05,News,165,0,Heavy rain,1.0,2.0,11.505076945762651
116,0,Brazil,0,-44.4508,-21.7074,276038.24,1986-12-23,1987-01-01,News,29,7000,Torrential rain,1.0,9.0,14.725519263162878
117,0,Argentina,,-60.2051,-24.152,224545.66,1987-01-15,1987-02-05,News,7,9000,Torrential rain,1.0,21.0,15.36635678850855
118,0,Madagascar ,0,47.4609,-19.6111,45555.43,1987-01-01,1987-01-26,News,2,40220,Torrential rain,1.0,25.0,13.945560930111112
119,0,Brazil,0,-46.6809,-23.5772,7036.99,1987-01-26,1987-01-28,News,69,9000,Heavy rain,2.0,2.0,10.245230162025319
120,0,Bolivia,0,-64.817,-16.7537,12805.09,1987-01-20,1987-01-30,News,20,3000,Heavy rain,1.0,10.0,11.760183120107461
121,0,Peru,0,-74.0575,-12.3047,29211.31,1987-02-01,1987-02-10,News,113,2000,Heavy rain,1.0,9.0,12.479535819367293
122,0,Georgia,0,41.8577,43.1418,33921.64,1987-01-28,1987-02-14,News,110,10000,Heavy rain,1.0,17.0,13.265021781849882
123,0,Indonesia ,0,111.925,-7.33531,19656.35,1987-02-21,1987-02-23,News,3,26000,Heavy rain,2.0,2.0,11.272450081430183
124,0,Ecuador  ,0,-77.4907,-0.131721,31908.09,1987-03-05,1987-03-07,News,300,15000,"Dam/Levy, break or release",1.0,2.0,11.06376204219624
125,0,Peru ,0,-76.7345,-11.8797,4672.27,1987-03-09,1987-03-11,News,12,1000,"Dam/Levy, break or release",1.0,2.0,9.142547494494059
126,0,Tajikistan ,0,61.4219,32.5541,4713.87,1987-03-16,1987-03-17,News,31,1000,Heavy rain,1.0,1.0,8.458264505686877
127,0,USA,,-69.4556,44.7173,39618.48,1987-03-31,1987-04-09,News,5,5000,Snowmelt,2.0,9.0,13.477422712950379
128,0,Ecuador ,0,-79.4853,-2.54852,15796.42,1987-04-03,1987-04-05,News,100,3000,Torrential rain,1.0,2.0,10.36068579162288
129,0,Yugoslavia,0,19.6312,44.584,23819.91,1987-05-07,1987-05-15,News,4,0,Heavy rain,1.0,8.0,12.157718606244458
130,0,Australia ,0,153.222,-28.4297,5029.69,1987-05-09,1987-05-11,News,3,400,Heavy rain,1.0,2.0,9.216260811535822
131,0,Poland ,0,20.6162,49.6687,13629.47,1987-05-23,1987-05-26,News,0,500,Torrential rain,1.0,3.0,10.618601927789742
132,0,China ,0,112.803,23.021,274128.55,1987-05-19,1987-06-09,News,178,470000,Heavy rain,1.0,21.0,15.565874873656156
133,0,USA,0,-95.2617,40.5924,36413.61,1987-05-26,1987-05-30,News,2,2200,Torrential rain,2.0,4.0,12.582139426519973
134,0,Dominican Republic ,0,-71.0321,18.5812,7875.83,1987-05-30,1987-05-31,News,10,200,Heavy rain,1.0,1.0,8.971553854965375
135,0,USA ,,-97.1003,28.9938,7258.74,1987-06-05,1987-06-08,News,0,536,Heavy rain,1.0,3.0,9.988573827705753
136,0,China ,0,103.832,31.0143,139927.17,1987-06-24,1987-07-02,News,40,0,Heavy rain,1.0,8.0,13.928318893627166
137,0,USA,0,-82.6341,40.5807,11883.86,1987-07-02,1987-07-03,News,0,2100,Heavy rain,2.0,1.0,10.076083636527782
138,0,China ,0,115.405,31.4619,268071.03,1987-07-02,1987-07-23,News,56,25600,Heavy rain,1.0,21.0,15.543529699413666
139,0,Columbia ,0,-75.5718,3.22933,19623.83,1987-07-04,1987-07-06,News,15,240,Heavy rain,1.0,2.0,10.577647103598945
140,0,Chile ,0,-71.1067,-33.8689,36283.59,1987-07-12,1987-07-18,News,47,90000,Heavy rain,1.0,6.0,12.290880321152603
141,0,Italy,0,9.9383,45.7794,4687.42,1987-07-12,1987-07-21,News,20,300,Heavy rain,1.0,9.0,10.649862180802582
142,0,USA,0,-98.7832,29.9247,999.46,1987-07-17,1987-07-17,News,9,0,Heavy rain,2.0,1e-10,-15.425488616250883
143,0,China ,0,84.3995,42.1547,637522.36,1987-07-16,1987-07-21,News,2,44000,Snowmelt,1.0,5.0,14.974782542343526
144,0,South Korea ,0,126.932,36.4164,9041.57,1987-07-21,1987-07-29,News,330,35900,Torrential rain,1.0,8.0,11.189029652553096
145,0,Iran ,0,51.6599,35.2053,50247.17,1987-07-24,1987-07-27,News,147,0,Heavy rain,1.0,3.0,11.92332179459553
146,0,Bangladesh ,,91.8011,24.7767,240065.2,1987-07-23,1987-09-24,News,880,500000,Heavy rain,2.0,63.0,17.224947739047565
147,0,China ,0,117.689,36.3332,16384.78,1987-08-26,1987-08-27,News,51,6000,Torrential rain,1.0,1.0,9.704108134127912
148,0,Venezuela ,0,-66.4167,10.1321,19320.17,1987-09-06,1987-09-08,News,112,30000,Torrential rain,1.0,2.0,10.562052087459584
149,0,China ,0,124.655,46.7269,100391.13,1987-08-27,1987-09-15,News,0,0,Heavy rain,1.0,19.0,14.461268114889869
150,0,USA,0,-75.9401,40.4228,12008.56,1987-09-08,1987-09-09,News,1,120,Heavy rain,1.0,1.0,9.393375007802176
151,0,South Africa ,0,30.7003,-29.0897,92666.52,1987-09-26,1987-10-02,News,300,60000,Heavy rain,1.0,6.0,13.228521990497654
152,0,Mexico,0,-99.122,19.4762,2772.64,1987-09-28,1987-09-29,News,15,3000,Heavy rain,1.0,1.0,7.927555213891935
153,0,Guatamala,,-90.7707,16.658,70305.34,1987-10-01,1987-10-08,News,36,3500,Torrential rain,1.0,7.0,13.106513184139938
154,0,Spain,,2.42823,42.306,64614.13,1987-10-04,1987-10-10,News,12,0,Torrential rain,1.0,6.0,12.867947865730843
155,0,Japan,0,133.687,34.973,49936.77,1987-10-16,1987-10-17,News,8,3000,Tropical cyclone,1.0,1.0,10.81851288412894
156,0,Lebanon,,33.9157,28.4698,12689.86,1987-10-17,1987-10-19,News,10,200,Torrential rain,2.0,2.0,10.834852889458563
157,0,Taiwan,0,121.527,25.0202,3705.48,1987-10-24,1987-10-26,News,49,0,Tropical cyclone,2.0,2.0,9.60386244511447
158,0,Jamaica ,0,-76.9826,18.0492,4628.65,1987-10-30,1987-11-01,News,4,1000,Tropical cyclone,1.0,2.0,9.133167708449616
159,0,Spain,0,-0.936047,38.6938,37572.82,1987-11-03,1987-11-06,News,16,3000,Torrential rain,1.0,3.0,11.63264848430748
160,0,Vietnam,0,108.372,13.9903,45057.5,1987-12-05,1987-12-10,News,86,40000,Torrential rain,1.0,5.0,12.32513264330106
161,0,USA,0,-90.0017,35.3657,16161.0,1987-12-25,1987-12-29,News,3,6000,Heavy rain,2.0,4.0,11.76979775302848
162,0,USA,0,-157.782,21.3825,385.696,1988-01-01,1988-01-02,News,0,2800,Heavy rain,1.0,1.0,5.955049494405933
163,0,Costa Rica,,-82.9868,9.60268,10877.36,1988-01-30,1988-02-05,News,9,7000,Heavy rain,1.0,6.0,11.086198313135604
164,0,Dominican Republic ,0,-70.4315,19.321,10489.39,1988-02-01,1988-02-02,News,4,2000,Heavy rain,1.0,1.0,9.258119549079892
165,0,USA,0,-90.22,30.6473,2708.65,1988-02-01,1988-02-04,News,3,0,Heavy rain,1.0,3.0,9.002817923439892
166,0,Brazil ,0,-43.2761,-22.4939,9181.28,1988-02-01,1988-02-10,News,290,25000,Heavy rain,2.0,9.0,12.015293665341945
167,0,Indonesia ,0,110.614,-7.76758,7795.17,1988-02-05,1988-02-06,News,7,3000,Torrential rain,1.0,1.0,8.961259590105895
168,0,South Africa ,0,24.3587,-28.8429,50999.8,1988-02-10,1988-03-02,News,24,10000,Heavy rain,1.0,21.0,13.884099427853569
169,0,Peru,0,-72.4803,-12.823,5174.04,1988-02-22,1988-02-22,News,0,0,Heavy Rain,1.0,1e-10,-14.474441836261862
170,0,South Africa,0,26.9543,-22.1508,388455.26,1988-03-08,1988-03-15,News,18,24000,Heavy rain,1.0,7.0,14.81584343033847
171,0,Argentina ,0,-59.0423,-34.6391,11057.04,1988-03-25,1988-03-28,News,24,57000,Heavy rain,1.0,3.0,10.409434896821766
172,0,West Germany,0,10.0852,49.8867,105533.51,1988-03-26,1988-03-30,News,6,3500,Heavy rain,2.0,4.0,13.646225353476012
173,0,Australia ,0,119.782,-20.5349,18139.52,1988-03-30,1988-04-01,News,5,0,Heavy rain,2.0,2.0,11.192142623578945
174,0,Turkey ,0,42.6368,37.441,1390.79,1988-04-14,1988-04-15,News,8,5000,Torrential rain,1.0,1.0,7.237627210001444
175,0,Czechoslovakia ,0,15.6402,49.345,449.006,1988-04-20,1988-04-21,News,2,500,Heavy Rain,1.0,1.0,6.107036250681923
176,0,Kenya ,0,36.3806,-0.996029,89591.05,1988-04-10,1988-05-10,News,60,10000,Heavy rain,1.0,30.0,14.804208087243142
177,0,Japan ,0,130.88,32.5616,8184.5,1988-05-03,1988-05-04,News,3,10000,Heavy rain,1.0,1.0,9.009997400584409
178,0,Rwanda,,30.4125,-0.829098,40351.4,1988-05-06,1988-05-15,News,52,23628,Torrential rain,1.0,9.0,12.802605946838852
179,0,China ,0,118.907,26.9901,40595.03,1988-05-19,1988-05-28,News,125,2800000,Heavy rain,1.0,9.0,12.80862550163976
180,0, India,,92.0622,26.4813,42285.99,1988-05-23,1988-06-11,News,76,43000,Monsoonal rain,1.0,19.0,13.596650083666338
181,0,China ,0,113.629,25.0845,6755.29,1988-05-24,1988-05-26,News,5,8000,Heavy rain,1.0,2.0,9.511228361194831
182,0,Cuba ,0,-79.1496,21.6272,34415.84,1988-05-30,1988-06-06,News,24,65000,Heavy rain,1.0,7.0,12.392182351551552
183,0,Sri Lanka ,0,80.4188,6.5639,7183.6,1988-06-01,1988-06-09,News,3,110000,Heavy rain,1.0,8.0,10.958997470824418
184,0,Philippines,0,121.197,14.6581,3302.96,1988-06-01,1988-06-06,News,35,5000,Tropical cyclone,1.0,5.0,9.712012227548716
185,0,Afghanistan ,0,69.4328,36.3288,122607.82,1988-06-13,1988-06-28,News,0,3000,Heavy Rain,1.0,15.0,14.424796286217882
186,0,China  ,0,108.938,28.7125,9275.31,1988-06-10,1988-06-11,News,11,500,Heavy rain,1.0,1.0,9.135111310097686
187,0,Turkey,0,32.9515,40.0061,229.14,1988-06-12,1988-06-12,News,16,400,Torrential rain,1.0,1e-10,-17.59151775947498
188,0,Bangladesh ,0,89.2694,22.9348,66355.79,1988-06-14,1988-06-20,News,8,15000,Heavy rain,1.0,6.0,12.894545769687488
189,0,China ,0,117.978,28.2371,26303.59,1988-06-11,1988-06-25,News,70,50000,Torrential rain,1.0,14.0,12.816518040366718
190,0,India ,0,92.926,26.988,70501.83,1988-06-21,1988-07-14,News,34,2000000,Heavy rain,1.0,23.0,14.298888161839429
191,0,Ukraine ,0,24.7132,51.4768,14288.09,1988-06-20,1988-07-01,News,0,0,Heavy rain,1.0,11.0,11.965076874886973
192,0,China ,0,104.148,29.5434,33856.49,1988-06-24,1988-06-28,News,65,500000,Torrential rain,2.0,4.0,12.509327529855454
193,0,Bangladesh ,0,90.7053,24.0121,98283.8,1988-06-27,1988-08-15,News,254,5250000,Monsoonal rain,1.0,49.0,15.387434789036934
194,0,Argentina ,0,-58.1136,-26.2024,16418.94,1988-06-28,1988-06-28,News,0,7000,Heavy rain,1.0,1e-10,-13.319660104438048
195,0,Nigeria ,0,3.45225,6.58518,1930.19,1988-07-02,1988-07-03,News,0,500,Heavy rain,1.0,1.0,7.565373722649337
196,0,India,,80.7246,28.886,847737.26,1988-07-04,1988-08-08,News,233,500000,Monsoonal rain,2.0,35.0,17.898821273908986
197,0,Canada ,0,-114.841,55.4087,1963.98,1988-07-05,1988-07-07,News,0,2500,Heavy rain,1.0,2.0,8.275875486123118
198,0,USSR ,0,39.8909,45.3603,102657.48,1988-07-05,1988-07-07,News,0,0,Heavy rain,1.0,2.0,12.232300469324446
199,0,China ,0,103.879,34.7195,30626.55,1988-07-06,1988-07-06,News,0,0,Heavy rain,1.0,1e-10,-12.696228371129287
