,Economics,Governance,Social,Capacity,Ecosystem,Exposure,Food,Habitat,Health,Infrastructure,Sensitivity,Magnitude,Population,Population Density (People per Sq. Km.),"Net international migrants, both sexes",Febuary,March,April,May,June,July,August,September,October,November,December,Storms,DamBreak,Rain,Melting,TidesTsunami,binnedIDPs
1334,0.446552923663321,0.414853939743065,0.262850355442624,0.479053482770345,0.460878883331874,0.487395913866536,0.383887276875685,0.521668257529578,0.394733960574245,0.156527388980743,0.190585389137448,14.742494475399774,120751101,62.1,-103669,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,high
1335,0.433467598272737,0.41095725427789,0.27493028422938,0.477154809788414,0.461651488906514,0.487395913866536,0.379008446121505,0.524066997783893,0.389771844385689,0.156528563156524,0.189441960417948,13.32086761870756,122200093,62.9,-100387,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,low
1336,0.433467598272737,0.41095725427789,0.27493028422938,0.477154809788414,0.461651488906514,0.487395913866536,0.379008446121505,0.524066997783893,0.389771844385689,0.156528563156524,0.189441960417948,13.32086761870756,122200093,62.9,-100387,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,med
1337,0.433467598272737,0.41095725427789,0.27493028422938,0.477154809788414,0.461651488906514,0.487395913866536,0.379008446121505,0.524066997783893,0.389771844385689,0.156528563156524,0.189441960417948,16.19014855576407,122200093,62.9,-100387,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,med
1338,0.433467598272737,0.41095725427789,0.27493028422938,0.477154809788414,0.461651488906514,0.487395913866536,0.379008446121505,0.524066997783893,0.389771844385689,0.156528563156524,0.189441960417948,16.19014855576407,122200093,62.9,-100387,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,high
1339,0.415394302312476,0.409929434316152,0.287502516851966,0.476539705856148,0.461818849020495,0.487395913866536,0.378980419534533,0.526572840842331,0.385198724267303,0.156528563156524,0.189405770829047,13.833224024090027,123576658,63.6,-97105,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,med
1340,0.415394302312476,0.409929434316152,0.287502516851966,0.476539705856148,0.461818849020495,0.487395913866536,0.378980419534533,0.526572840842331,0.385198724267303,0.156528563156524,0.189405770829047,11.805406404418711,123576658,63.6,-97105,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,low
1341,0.415394302312476,0.409929434316152,0.287502516851966,0.476539705856148,0.461818849020495,0.487395913866536,0.378980419534533,0.526572840842331,0.385198724267303,0.156528563156524,0.189405770829047,13.833224024090027,123576658,63.6,-97105,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,med
1342,0.415394302312476,0.409929434316152,0.287502516851966,0.476539705856148,0.461818849020495,0.487395913866536,0.378980419534533,0.526572840842331,0.385198724267303,0.156528563156524,0.189405770829047,11.805406404418711,123576658,63.6,-97105,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,low
1343,0.415394302312476,0.409929434316152,0.287502516851966,0.476539705856148,0.461818849020495,0.487395913866536,0.378980419534533,0.526572840842331,0.385198724267303,0.156528563156524,0.189405770829047,13.833224024090027,123576658,63.6,-97105,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,low
1344,0.415394302312476,0.409929434316152,0.287502516851966,0.476539705856148,0.461818849020495,0.487395913866536,0.378980419534533,0.526572840842331,0.385198724267303,0.156528563156524,0.189405770829047,11.805406404418711,123576658,63.6,-97105,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,low
1345,0.429775204474405,0.395921922198008,0.287178955617252,0.473219883736344,0.462053458630105,0.487395913866536,0.374406953422091,0.526969934287825,0.380849131895881,0.165847483615711,0.19360047535503,12.79208662904954,124883590,64.2,-93823,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,med
1346,0.429775204474405,0.395921922198008,0.287178955617252,0.473219883736344,0.462053458630105,0.487395913866536,0.374406953422091,0.526969934287825,0.380849131895881,0.165847483615711,0.19360047535503,12.17315583297766,124883590,64.2,-93823,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,med
1347,0.429775204474405,0.395921922198008,0.287178955617252,0.473219883736344,0.462053458630105,0.487395913866536,0.374406953422091,0.526969934287825,0.380849131895881,0.165847483615711,0.19360047535503,13.765932355123915,124883590,64.2,-93823,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,high
1348,0.429775204474405,0.395921922198008,0.287178955617252,0.473219883736344,0.462053458630105,0.487395913866536,0.374406953422091,0.526969934287825,0.380849131895881,0.165847483615711,0.19360047535503,13.765932355123915,124883590,64.2,-93823,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,med
1349,0.429775204474405,0.395921922198008,0.287178955617252,0.473219883736344,0.462053458630105,0.487395913866536,0.374406953422091,0.526969934287825,0.380849131895881,0.165847483615711,0.19360047535503,13.765932355123915,124883590,64.2,-93823,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,high
1350,0.423200152359828,0.394843465840083,0.29473271053149,0.471495656087017,0.462288068239714,0.487395913866536,0.372848805433004,0.527415142799031,0.376501516946546,0.173921160212892,0.197061813183466,10.306853124827304,126119342,64.9,-90541,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,med
1351,0.423200152359828,0.394843465840083,0.29473271053149,0.471495656087017,0.462288068239714,0.487395913866536,0.372848805433004,0.527415142799031,0.376501516946546,0.173921160212892,0.197061813183466,10.306853124827304,126119342,64.9,-90541,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,high
1352,0.423200152359828,0.394843465840083,0.29473271053149,0.471495656087017,0.462288068239714,0.487395913866536,0.372848805433004,0.527415142799031,0.376501516946546,0.173921160212892,0.197061813183466,14.351386088532236,126119342,64.9,-90541,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,high
1353,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,12.243945431406754,127294489,65.5,-92432,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,med
1354,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,12.243945431406754,127294489,65.5,-92432,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,low
1355,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,11.625665405572503,127294489,65.5,-92432,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,med
1356,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,11.625665405572503,127294489,65.5,-92432,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,high
1357,0.411734635323209,0.384274699969158,0.303441748309203,0.469901653472529,0.462698403797871,0.487395913866536,0.37298033457831,0.526911507996757,0.37254333183552,0.177502527598761,0.198773362470003,11.625665405572503,127294489,65.5,-92432,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,high
