"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"AFG","Afghanistan",-7.78931845958977,-7.79752685540785,-7.71955375466012,-7.52732524731127,-7.51136668650025,-7.49309910450183,-7.0707832212499,-6.64339664349491,-5.85477113559905,-6.18794771156828,-9.21127923611397,-11.0745455132729,-11.2363367937042,-11.5619899482747,-11.6748906057877,-10.9772252930473,-11.8102553513559,-10.8058667007193,-11.0134310604969,-10.0797236831034,-9.89431921755089,-9.58453484651922,-10.3642016071633,-10.5604796034019,-9.96738044348612,-10.2091417519371,-9.81656405845587
"ALB","Albania",1.97710224159275,1.84169029183336,1.87591805930116,1.39567066698821,0.759589222899784,0.661743909106072,0.743103292526087,1.07546134358865,0.755380091388552,1.41310576063935,0.949305091417102,0.135109682276401,0.491263377061834,0.968088003321157,1.85676556905929,2.07652303105641,1.93473763062872,2.64071347072689,3.16040599331737,4.30635688708915,4.70132067211075,4.14217359114473,3.69989461499536,3.91354244209045,3.15102041359179,3.14843100941963,2.57573597278111
"DZA","Algeria",0.242482317396828,0.216280055791763,0.0925558264864605,-0.0345871791716448,0.211310524563324,0.350838622625155,0.407686317969201,0.365723145165134,0.529785341090374,0.927483050667405,0.738743213003254,-0.945102505595663,-1.14361453503702,-1.09993226435299,-1.20344323300372,-1.8481008388733,-2.4022663932901,-2.25154326378209,-1.43553006831198,-1.49639797114641,-0.846906159124593,-0.209404428907185,0.806496819748517,0.732882769118874,0.750339609071091,1.15423915470422,1.12171324569459
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",-8.2981443501,-8.43933892872238,-8.56434208808534,-8.65564254052161,-8.62805369589476,-8.62577638854614,-8.3901524910444,-8.0559524590202,-7.42025961125771,-7.51413507456463,-8.30308650009132,-9.83073171179986,-9.73578076426789,-9.66448906438717,-9.41992198872434,-10.2726592211832,-10.3706864071217,-9.85690462864997,-9.62035338736541,-9.65912864060975,-9.27647033140504,-7.89321844229897,-7.95675277975306,-7.50530528363885,-7.26494234038935,-6.92525484639258,-6.60367181496878
"ATG","Antigua and Barbuda",1.29454577695636,1.0075900651145,0.814081850242545,0.631812418650831,0.443543558895826,0.139881299331471,0.503251109708408,0.662894947745443,0.417971168782422,-0.0417003000718594,-0.064137857959345,-2.05337287678151,-2.88298182220178,-2.55321331701378,-1.03643198052226,0.0869961528994025,-0.257751301734785,0.268389816825902,0.485018525748337,-0.47936073565397,-0.188655611032551,-0.864801798255861,-1.68782090206084,-1.89941042069287,-1.96665481680908,-0.216953488270434,-1.1327740919025
"ARG","Argentina",3.90376835139789,3.78992873120875,3.15391222984769,2.7920582945958,2.97744530899335,3.0732215987293,1.87679413793342,1.369507304675,1.56513036633503,0.991354571828367,1.83992621532842,0.14405444687916,0.0640997012803979,-0.662061602237884,-0.36996424928045,-0.64601105348855,-0.947479126436704,-1.33253068356976,-1.93779659430701,-2.17637191312777,-2.10739794787497,-0.44575340916812,-1.59734866247151,-1.34447474979706,-1.25307250613877,-0.198593797490993,-1.64887839745154
"ARM","Armenia",5.78555458356701,6.00717379329551,5.47888332793978,5.91242166345744,6.33045783935625,6.4360729352889,6.49915787449174,8.08292199403091,8.5976531355362,7.67341653960543,8.21973480506585,7.17310104775476,7.02583810994858,8.11986663070667,8.30360592406041,8.60541678676269,7.93256049085489,7.78933641269671,8.38402195343066,9.12436437116033,9.51186207792987,9.64694030829442,9.10441983529157,9.33352579656834,9.30130295376738,9.29679125089691,8.78556450390126
"AUS","Australia",13.2414884784278,13.0086571466417,12.6788752271679,12.3682443325856,12.2711939670726,12.2618891221876,12.1500400930297,11.7023081039516,11.5447749011876,11.3855519635581,11.1168050495297,12.6125559756567,12.2631948087719,12.3575535052539,10.8000079326846,11.5532020985242,10.7079394635029,10.5093867838076,9.8950277582432,9.62635636090144,9.74687220101145,9.36285237822761,8.26808262677401,7.85317000193874,7.11973862226586,5.97733266190799,4.93320855817483
"AUT","Austria",13.9047594813029,13.8172557740193,13.62548433856,13.1358839303447,13.1037306676872,12.6448315927033,12.9237469686367,12.6222786324458,12.106810726376,11.7864654767094,11.7731947236887,12.2326395042787,12.1893065274926,11.3349198650762,10.6535382875393,10.6701114967684,9.6948848749046,9.31534235552408,9.37041119077627,9.5706224881135,9.22391205969448,7.39153133622143,7.05380041344255,5.99612080434619,4.4783882276536,5.5472360970473,4.31580903088962
