"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"AFG","Afghanistan",0.132618817146867,0.132618817146867,0.137714220582475,0.142809624018083,0.138254403820145,0.133699183622207,0.152263057272461,0.170826930922716,0.181366664555024,0.167750133522949,0.166997745063711,0.147643155777304,0.130028940918013,0.117235678812926,0.121755043509774,0.129718566471048,0.132060759537496,0.175743916908127,0.172591804585367,0.193779720403057,0.190643676835273,0.158643803553377,0.149626800326824,0.158259879783853,0.166566874074683,0.141879808277421,0.169529202568661
"ALB","Albania",0.379199656769439,0.379199656769439,0.366712896136917,0.354226135504395,0.356635693445172,0.35904525138595,0.37348019960334,0.38791514782073,0.380313493228834,0.398481640973432,0.376343984248822,0.39298439603279,0.421986076010233,0.443420387423066,0.456567710638814,0.455988068956937,0.441998965267554,0.437612805734876,0.450077872856346,0.487928184291518,0.481821659275137,0.485972135279136,0.484250474591179,0.481746721852744,0.470083589033002,0.468745820270979,0.471892853627564
"DZA","Algeria",0.28813302249011,0.28813302249011,0.27715239573102,0.26617176897193,0.27681114258611,0.287450516200291,0.303095219010119,0.318739921819947,0.332008219406588,0.351375414503493,0.381160136050112,0.358397139006568,0.353870766906768,0.349984930886798,0.32704958947535,0.321442348041042,0.309179077915896,0.309904652983774,0.332870584163579,0.311780993109464,0.313218831262459,0.312023137278497,0.322459090442545,0.324763989697578,0.311031402893697,0.323674988264653,0.331108250539552
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",0.196201801371854,0.196201801371854,0.19211876196687,0.188035722561884,0.190212769383539,0.192389816205194,0.208022924498047,0.223656032790898,0.250445276213056,0.241814903438856,0.254690470850546,0.28597200274683,0.277551684652904,0.289125100001133,0.293684532684821,0.300824738397079,0.29011587675685,0.29743059713944,0.293515765181849,0.308629913990844,0.30811211418224,0.308084619586002,0.302502356817146,0.332524660783688,0.335339420475686,0.338692596987389,0.354339920828303
"ATG","Antigua and Barbuda",0.673600354044614,0.673600354044614,0.673960506592246,0.674320659139877,0.672362833897008,0.67040500865414,0.670466458578813,0.670527908503487,0.673304848257466,0.670556619932927,0.641904000632425,0.67327611253959,0.672777871646064,0.688471267575357,0.689094335278202,0.6945630961343,0.694034351308191,0.692728384322929,0.686111775730423,0.59859565195525,0.631928646141007,0.620950456980885,0.581907836333308,0.594527436812454,0.602552431640522,0.605578188576888,0.594608417035826
"ARG","Argentina",0.53050888535566,0.53050888535566,0.519553198005726,0.508597510655792,0.501740789628829,0.494884068601866,0.429345409155905,0.363806749709945,0.386697040151306,0.379820556437376,0.425255653801663,0.424443524608164,0.423967220769263,0.404239135595624,0.391212138003593,0.411939612642722,0.42566141315915,0.405916214917183,0.401839111082646,0.375016207036078,0.391452153073145,0.463510399278513,0.473339452664918,0.479432403369732,0.451752740675483,0.443493286939913,0.421242674539316
"ARM","Armenia",0.42224151871983,0.42224151871983,0.405440868585805,0.38864021845178,0.389782213650462,0.390924208849144,0.409309027077863,0.427693845306581,0.468481418533605,0.438474596434485,0.445356588510876,0.440211944643123,0.454537220623297,0.459243448743608,0.466774306578353,0.454990506070472,0.451959335728742,0.471043907816089,0.471331304764392,0.444240174289589,0.445825480493082,0.440599697252447,0.442688281859624,0.469979825669946,0.477633742360931,0.47796625726409,0.472865203623652
"AUS","Australia",0.822017321024604,0.822017321024604,0.815317979889082,0.808618638753558,0.818906787355022,0.829194935956485,0.820472913600649,0.811750891244813,0.817408815549393,0.830639113109377,0.81553567037483,0.821201481155951,0.826201845013701,0.833631862889508,0.831419178560657,0.827049744213597,0.836413804447295,0.833301100735095,0.824364129188606,0.839102677191663,0.825969566653119,0.830892919374265,0.821445810866418,0.826240390605072,0.823625767989552,0.805270501501657,0.811945890120417
"AUT","Austria",0.833358929258254,0.833358929258254,0.820990907005416,0.808622884752579,0.804446130757631,0.800269376762683,0.819200484801902,0.838131592841122,0.823323464940507,0.829745393305749,0.829796992623278,0.832627593641485,0.851699379331962,0.838297613440046,0.809878864988212,0.803797528207648,0.794569354044805,0.808218641683048,0.812688976171841,0.809747349114818,0.797834629286675,0.788614846365266,0.796604633021418,0.801463446700185,0.796219702255761,0.78609859396163,0.76920624267278
